iter	Logloss
1685	0.08304970738
1690	0.08243229215
1695	0.08205956755
1700	0.081700656
1705	0.08128042643
1710	0.08076979129
1715	0.08040308535
1720	0.07992576497
1725	0.07972997789
1730	0.07942513212
1735	0.0790471903
1740	0.07850052964
1745	0.07788736518
1750	0.07751750848
1755	0.07728974237
1760	0.07690783264
1765	0.07661607705
1770	0.07644367316
1775	0.076342016
1780	0.07591002412
1785	0.07563819453
1790	0.07537508649
1795	0.07507889941
1800	0.07477438364
1805	0.07451050559
1810	0.07416766213
1815	0.07376005917
1820	0.07317550298
1825	0.07300057691
1830	0.07254909119
1835	0.07198505814
1840	0.07179623259
1845	0.07132185868
1850	0.07111850507
1855	0.07090428487
1860	0.0705657629
1865	0.07023541247
1870	0.06991085284
1875	0.06962920954
1880	0.06937958455
1885	0.06882642595
1890	0.06861214289
1895	0.06830679425
1900	0.06775446852
1905	0.06739318408
1910	0.06710964718
1915	0.0666304882
1920	0.06644456198
1925	0.06619328696
1930	0.06594121837
1935	0.06567748568
1940	0.06523538544
1945	0.06502210026
1950	0.06468579403
1955	0.06445006067
1960	0.06423583654
1965	0.06410341823
1970	0.06375151142
1975	0.06346460769
1980	0.06332874003
1985	0.06315876797
1990	0.06289205345
1995	0.06282460677
2000	0.06251939956
2005	0.06246441449
2010	0.06228987736
2015	0.06190690297
2020	0.06164268706
2025	0.06160188433
2030	0.06133652912
2035	0.06115748978
2040	0.06092017318
2045	0.06060238651
2050	0.0603954657
2055	0.06023553127
2060	0.06000152651
2065	0.05981803603
2070	0.05964045421
2075	0.05958289982
2080	0.0594082959
2085	0.05927933085
2090	0.05911416742
2095	0.05876998823
2100	0.05849425358
2105	0.05825119726
2110	0.05798874137
2115	0.05785701842
2120	0.05764680935
2125	0.05755159514
2130	0.05733033091
2135	0.05728136842
2140	0.05705219587
2145	0.05700993562
2150	0.05678028771
2155	0.05664188216
2160	0.05632735232
2165	0.05628069201
2170	0.05605497665
2175	0.05601632288
2180	0.05592498622
2185	0.05585084909
2190	0.05577979987
2195	0.05564684333
2200	0.05545730669
2205	0.05520450737
2210	0.05501296321
2215	0.05492280121
2220	0.05469177435
2225	0.05457559698
2230	0.05445179021
2235	0.05431479897
2240	0.05410246451
2245	0.05393996862
2250	0.05367944955
2255	0.05336285718
2260	0.05322631773
2265	0.05314648409
2270	0.0529479234
2275	0.05289540158
2280	0.05273925436
2285	0.05257853813
2290	0.0524769674
2295	0.05214105797
2300	0.05196341329
2305	0.0518238213
2310	0.05162988068
2315	0.05155109991
2320	0.05142676671
2325	0.05119216872
2330	0.05089928168
2335	0.05074478448
2340	0.05059560664
2345	0.05043399862
2350	0.05034770632
2355	0.05019539736
2360	0.05017843747
2365	0.04998125573
2370	0.04989864455
2375	0.04964469808
2380	0.04952280062
2385	0.04924591096
2390	0.04916446265
2395	0.04899166983
2400	0.0487106669
2405	0.04851839987
2410	0.04847073776
2415	0.04835995047
2420	0.04825383824
2425	0.04804155092
2430	0.04783181722
2435	0.0477843044
2440	0.04764041449
2445	0.04751249052
2450	0.04746297803
2455	0.04732918076
2460	0.04698381512
2465	0.04686931135
2470	0.04680725475
2475	0.04663703518
2480	0.04643967665
2485	0.04636948779
2490	0.04624990037
2495	0.04619189026
2500	0.04602061781
2505	0.04585643654
2510	0.045713132
2515	0.04557350072
2520	0.04539159349
2525	0.0453397081
2530	0.04519640749
2535	0.04509049169
2540	0.04484263066
2545	0.04468730451
2550	0.04454601535
2555	0.04446123557
2560	0.04430471905
2565	0.04427437434
2570	0.04410597765
2575	0.04397865083
2580	0.04395000328
2585	0.04370939056
2590	0.04357005
2595	0.04344784612
2600	0.04340572338
2605	0.04321545602
2610	0.04307417079
2615	0.04287018859
2620	0.04273683134
2625	0.04265451088
2630	0.04254221499
2635	0.04249966402
2640	0.04233872387
2645	0.04218888602
2650	0.04208085662
2655	0.04203278201
2660	0.04195699486
2665	0.04180864202
2670	0.04171308209
2675	0.04162595692
2680	0.04152164793
2685	0.04137008934
2690	0.04121599286
2695	0.04116030063
2700	0.04108916891
2705	0.0410016548
2710	0.04096672537
2715	0.04082958878
2720	0.04076783861
2725	0.04066310926
2730	0.04054653902
2735	0.04050153267
2740	0.04037980807
2745	0.0401783952
2750	0.04010456843
2755	0.03998664675
2760	0.03988586174
2765	0.03977868093
2770	0.03972319299
2775	0.03966945723
2780	0.03963603639
2785	0.03954855765
2790	0.03939782014
2795	0.03935661277
2800	0.03922031297
2805	0.03913307386
2810	0.03908329423
2815	0.03898688178
2820	0.0389481848
2825	0.03888508318
2830	0.03877017869
2835	0.03858097599
2840	0.03849705265
2845	0.03840197201
2850	0.03827420519
2855	0.03797760953
2860	0.03775632958
2865	0.03765339562
2870	0.03751449506
2875	0.03742936956
2880	0.0373640797
2885	0.03725288776
2890	0.03712020623
2895	0.03707157375
2900	0.0369510906
2905	0.03680042774
2910	0.03666731012
2915	0.03662846778
2920	0.03657907315
2925	0.03642675634
2930	0.03629746128
2935	0.03626185613
2940	0.03601635227
2945	0.03576722229
2950	0.03554627628
2955	0.03539390053
2960	0.03528320753
2965	0.0350911605
2970	0.0350474113
2975	0.03490037849
2980	0.0348695152
2985	0.03477632422
2990	0.03473850333
2995	0.0347144837
3000	0.03468328254
3005	0.03458223431
3010	0.03447510457
3015	0.03437975285
3020	0.03430357284
3025	0.03420076066
3030	0.03414832134
3035	0.03405585323
3040	0.03394146339
3045	0.03390613717
3050	0.03384194733
3055	0.03374249412
3060	0.03368776048
3065	0.03361504945
3070	0.03352496602
3075	0.03329325164
3080	0.03321199191
3085	0.03315034782
3090	0.03306831808
3095	0.03301338801
3100	0.03289155734
3105	0.0328647366
3110	0.03281615127
3115	0.0327113787
3120	0.0326910952
3125	0.03266154013
3130	0.03265351591
3135	0.03259729922
3140	0.03258677835
3145	0.03241127478
3150	0.0323414336
3155	0.03228712622
3160	0.03221597878
3165	0.03210231966
3170	0.03195669133
3175	0.0319102137
3180	0.03185629722
3185	0.03176025996
3190	0.03170624526
3195	0.03170004588
3200	0.03166338197
3205	0.03161870562
3210	0.03155727367
3215	0.03151630398
3220	0.03139150523
3225	0.03134007557
3230	0.03130335076
3235	0.03125992175
3240	0.03122212639
3245	0.03120665152
3250	0.03118509907
3255	0.03107990615
3260	0.0310370016
3265	0.03098253511
3270	0.03090442811
3275	0.03086707668
3280	0.03073303977
3285	0.03070191129
3290	0.03063960915
3295	0.03057269284
3300	0.03047156997
3305	0.03035656136
3310	0.03030772656
3315	0.0301615109
3320	0.03003300943
3325	0.02998334372
3330	0.0299217507
3335	0.02983468839
3340	0.02978554518
3345	0.02976672509
3350	0.02969983825
3355	0.02965065576
3360	0.02960852123
3365	0.0295295126
3370	0.02949959611
3375	0.02946678028
3380	0.02939040776
3385	0.02930816588
3390	0.02917321949
3395	0.02910507155
3400	0.02895900911
3405	0.02892540559
3410	0.02885456458
3415	0.02877718044
3420	0.02867299324
3425	0.02854069671
3430	0.02844626823
3435	0.02839350087
3440	0.02831033182
3445	0.02820008079
3450	0.0281691507
3455	0.02807298183
3460	0.02799003672
3465	0.02793510468
3470	0.02793018997
3475	0.02787487293
3480	0.02783856849
3485	0.0277432482
3490	0.02771698139
3495	0.0276781587
3500	0.02766045041
3505	0.02763823206
3510	0.02760939593
3515	0.02759176032
3520	0.02753655918
3525	0.02750960879
3530	0.02743991101
3535	0.02742420829
3540	0.02734205676
3545	0.02732205612
3550	0.027198489
3555	0.02716410565
3560	0.02712892479
3565	0.02709861543
3570	0.02709189748
3575	0.02707192827
3580	0.02703329414
3585	0.0269844122
3590	0.02694096551
3595	0.02685867058
3600	0.02679372251
3605	0.02674670077
3610	0.02669133855
3615	0.02666020811
3620	0.02659655845
3625	0.02658378255
3630	0.02652002682
3635	0.02638913674
3640	0.02635458446
3645	0.02632441064
3650	0.02630587538
3655	0.02626665392
3660	0.02625708968
3665	0.02620675021
3670	0.02612267366
3675	0.02605142407
3680	0.02602663836
3685	0.02595889114
3690	0.02589120678
3695	0.0258792284
3700	0.02581501105
3705	0.02574335878
3710	0.02572472334
3715	0.02568705566
3720	0.02563111986
3725	0.02560518699
3730	0.02556881183
3735	0.02548113861
3740	0.02546211816
3745	0.02538438241
3750	0.0253478501
3755	0.025335196
3760	0.02528464242
3765	0.02525419359
3770	0.02521805611
3775	0.02515502325
3780	0.02508172881
3785	0.02500084426
3790	0.02488900606
3795	0.02484427471
3800	0.02477542944
3805	0.02470444111
3810	0.02464489686
3815	0.02458890214
3820	0.02457945772
3825	0.0245380107
3830	0.0244488505
3835	0.02440371253
3840	0.02436219676
3845	0.02427555088
3850	0.02421940294
3855	0.02418598407
3860	0.02413166294
3865	0.02410198412
3870	0.02405114375
3875	0.02403286778
3880	0.02399995767
3885	0.02392597572
3890	0.0239139718
3895	0.02388173741
3900	0.02387846486
3905	0.02386544146
3910	0.02383131347
3915	0.02381945688
3920	0.02381109676
3925	0.02376917044
3930	0.02375565597
3935	0.02371406752
3940	0.02366603612
3945	0.02357226567
3950	0.02355857637
3955	0.02352965381
3960	0.02344310419
3965	0.02341498111
3970	0.02338968664
3975	0.02335997443
3980	0.02331607791
3985	0.02327619841
3990	0.02321627702
3995	0.02318411531
4000	0.02314183543
4005	0.02311252197
4010	0.02311064802
4015	0.02309747533
4020	0.0230626559
4025	0.02304330938
4030	0.02299067363
4035	0.02297868738
4040	0.02296777955
4045	0.02292044548
4050	0.02291169643
4055	0.02286024516
4060	0.02284357796
4065	0.02282221605
4070	0.02281356717
4075	0.02274560192
4080	0.02272229533
4085	0.02267612021
4090	0.02264069578
4095	0.02261624204
4100	0.02255349989
4105	0.02253698001
4110	0.0224899897
4115	0.02243620286
4120	0.02241305932
4125	0.02238841111
4130	0.0223100291
4135	0.02227637451
4140	0.02225317989
4145	0.02223378426
4150	0.02220234345
4155	0.02220006485
4160	0.02218568411
4165	0.02213999614
4170	0.02207923598
4175	0.02206609865
4180	0.02203092172
4185	0.02202084087
4190	0.02201128644
4195	0.02198036422
4200	0.02194970914
4205	0.0218938087
4210	0.02183747414
4215	0.02179424942
4220	0.02174537729
4225	0.02171363006
4230	0.02170425242
4235	0.02165176399
4240	0.02160822105
4245	0.02155223025
4250	0.02150987965
4255	0.02147154017
4260	0.02144527337
4265	0.02140313884
4270	0.02135350653
4275	0.02133083442
4280	0.02130412761
4285	0.02126507509
4290	0.02125571317
4295	0.02122179143
4300	0.02121127253
4305	0.02119224619
4310	0.02118015584
4315	0.02116947194
4320	0.02111898907
4325	0.02105294099
4330	0.02100857107
4335	0.02090141776
4340	0.02086806371
4345	0.02079869397
4350	0.02076736317
4355	0.02068893205
4360	0.02062697956
4365	0.02059170048
4370	0.02056552993
4375	0.020487474
4380	0.02046632816
4385	0.02041889195
4390	0.02039919577
4395	0.02033372323
4400	0.02030400316
4405	0.02027144859
4410	0.02018113534
4415	0.02015930985
4420	0.02013203339
4425	0.02010072223
4430	0.02009200461
4435	0.02003906831
4440	0.02001291151
4445	0.01994326481
4450	0.01991919607
4455	0.01987305238
4460	0.01985955754
4465	0.01985610035
4470	0.01979661111
4475	0.01976269134
4480	0.0197453602
4485	0.01972452669
4490	0.01967801174
4495	0.01963274216
4500	0.01961749712
4505	0.01960555017
4510	0.01957641154
4515	0.01954892097
4520	0.01949761702
4525	0.01947294917
4530	0.01940447319
4535	0.01937620279
4540	0.01936577818
4545	0.01936298296
4550	0.01931974448
4555	0.0192630151
4560	0.01924689594
4565	0.01917887176
4570	0.01913309932
4575	0.01908893762
4580	0.01906915109
4585	0.01905861844
4590	0.01903365201
4595	0.01896838769
4600	0.01894630487
4605	0.01892368383
4610	0.01889874491
4615	0.01888011143
4620	0.01884578504
4625	0.01881694695
4630	0.01880749075
4635	0.0187752544
4640	0.01873282915
4645	0.01871939128
4650	0.01870754647
4655	0.01869440717
4660	0.01868301612
4665	0.01866888288
4670	0.01865779433
4675	0.01863856959
4680	0.01863723778
4685	0.01861423567
4690	0.01857607691
4695	0.01854042462
4700	0.0185317836
4705	0.01849716847
4710	0.01849255233
4715	0.01845777612
4720	0.01845000922
4725	0.01841282673
4730	0.01840364749
4735	0.01839866206
4740	0.01836310405
4745	0.01835598931
4750	0.01834915743
4755	0.01829139285
4760	0.01826194386
4765	0.01822415832
4770	0.01817658068
4775	0.01816192886
4780	0.01815381035
4785	0.01814099517
4790	0.01812726265
4795	0.01809194626
4800	0.01805048352
4805	0.01802202847
4810	0.01798682404
4815	0.01797663318
4820	0.01796712983
4825	0.01795730041
4830	0.01794216144
4835	0.01791669019
4840	0.01791056349
4845	0.01789927654
4850	0.01787379743
4855	0.01783966944
4860	0.01781074492
4865	0.01776662055
4870	0.01773184041
4875	0.01772333493
4880	0.01771878558
4885	0.01770614325
4890	0.01770136997
4895	0.0176914659
4900	0.01768261274
4905	0.01765682719
4910	0.01764922726
4915	0.01764019142
4920	0.01762330814
4925	0.01758740049
4930	0.01758301221
4935	0.01757868876
4940	0.01757782839
4945	0.01756442588
4950	0.01754365522
4955	0.01752944734
4960	0.01748282828
4965	0.01747180455
4970	0.01745735113
4975	0.017448221
4980	0.01743255953
4985	0.01741287907
4990	0.0174011148
4995	0.01739432024
4999	0.01739155055
